Name,Grade,Stars,Type,Logs,Unnamed: 7,Crag
"Seattle Be the Day Area  Rockfax DescriptionThe first walls have some large blocky roofs and a number of excellent, long routes on good rock. This area is often less busy than the sections further to the right. Approach - Walk towards the cliff-top path, and turn right (looking out). Continue for about 500m, past an old concrete-wall on the cliff edge, before the path drops down slightly into a quarried area. Locate a small path that drops steeply at a break in the cliff-line, and doubles back leftwards (facing out) down the hill. The first climb is reached after walking 200m along the path from the base of the cliff on the approach. a Restriction (Routes 1 to 5 ) - No climbing 1st March to 30th June due to nesting birds.","Seattle Be the Day Area  Rockfax DescriptionThe first walls have some large blocky roofs and a number of excellent, long routes on good rock. This area is often less busy than the sections further to the right. Approach - Walk towards the cliff-top path, and turn right (looking out). Continue for about 500m, past an old concrete-wall on the cliff edge, before the path drops down slightly into a quarried area. Locate a small path that drops steeply at a break in the cliff-line, and doubles back leftwards (facing out) down the hill. The first climb is reached after walking 200m along the path from the base of the cliff on the approach. a Restriction (Routes 1 to 5 ) - No climbing 1st March to 30th June due to nesting birds.","Seattle Be the Day Area  Rockfax DescriptionThe first walls have some large blocky roofs and a number of excellent, long routes on good rock. This area is often less busy than the sections further to the right. Approach - Walk towards the cliff-top path, and turn right (looking out). Continue for about 500m, past an old concrete-wall on the cliff edge, before the path drops down slightly into a quarried area. Locate a small path that drops steeply at a break in the cliff-line, and doubles back leftwards (facing out) down the hill. The first climb is reached after walking 200m along the path from the base of the cliff on the approach. a Restriction (Routes 1 to 5 ) - No climbing 1st March to 30th June due to nesting birds.","Seattle Be the Day Area  Rockfax DescriptionThe first walls have some large blocky roofs and a number of excellent, long routes on good rock. This area is often less busy than the sections further to the right. Approach - Walk towards the cliff-top path, and turn right (looking out). Continue for about 500m, past an old concrete-wall on the cliff edge, before the path drops down slightly into a quarried area. Locate a small path that drops steeply at a break in the cliff-line, and doubles back leftwards (facing out) down the hill. The first climb is reached after walking 200m along the path from the base of the cliff on the approach. a Restriction (Routes 1 to 5 ) - No climbing 1st March to 30th June due to nesting birds.","Seattle Be the Day Area  Rockfax DescriptionThe first walls have some large blocky roofs and a number of excellent, long routes on good rock. This area is often less busy than the sections further to the right. Approach - Walk towards the cliff-top path, and turn right (looking out). Continue for about 500m, past an old concrete-wall on the cliff edge, before the path drops down slightly into a quarried area. Locate a small path that drops steeply at a break in the cliff-line, and doubles back leftwards (facing out) down the hill. The first climb is reached after walking 200m along the path from the base of the cliff on the approach. a Restriction (Routes 1 to 5 ) - No climbing 1st March to 30th June due to nesting birds.","Seattle Be the Day Area  Rockfax DescriptionThe first walls have some large blocky roofs and a number of excellent, long routes on good rock. This area is often less busy than the sections further to the right. Approach - Walk towards the cliff-top path, and turn right (looking out). Continue for about 500m, past an old concrete-wall on the cliff edge, before the path drops down slightly into a quarried area. Locate a small path that drops steeply at a break in the cliff-line, and doubles back leftwards (facing out) down the hill. The first climb is reached after walking 200m along the path from the base of the cliff on the approach. a Restriction (Routes 1 to 5 ) - No climbing 1st March to 30th June due to nesting birds.",Blacknor North
Seattle be the Day,6b+,1,G,61,R,Blacknor North
The Fabulous Bakery Boys,6c,1,G,39,R,Blacknor North
Captain Lob Meets the Nipple Pincher,6b,2,G,137,R,Blacknor North
Grease Paint and Monkey Brains,6a,1,G,242,R,Blacknor North
Indian Summer,6a,1,G,245,R,Blacknor North
The Curler,VS 4c,1,T,1,R,Blacknor North
Blowing Chunks,6c,-,G,10,R,Blacknor North
Where's Blue Hippo,7a+,1,G,6,R,Blacknor North
Beer and Corruption,7a,1,G,49,R,Blacknor North
Henry Rollins for President,7a+,-,G,4,R,Blacknor North
Shatter My Illusions but Don't Break My Heart,VS 4a,1,T,3,R,Blacknor North
Wynona's Big Brown Beaver,6c,-,G,1,R,Blacknor North
Ximenesque,6b+,-,G,15,R,Blacknor North
In Dust We Trust,6c+,-,G,1,R,Blacknor North
"Captain Klutz Area  Rockfax DescriptionThis section of the cliff has some excellent long routes on good rock. The conglomerate at the start of the right-hand lines needs to be handled with care, although it has now cleaned up considerably. This area is often less busy than the sections further to the right. Approach - Walk towards the cliff-top path, and turn right (looking out). Continue for about 500m, past an old concrete-wall on the cliff edge, before the path drops down slightly into a quarried area. Locate a small path that drops steeply at a break in the cliff-line, and doubles back leftwards (facing out) down the hill. The climbs are on a steep wall just around a prominent arete reached after walking 250m along the cliff base path.","Captain Klutz Area  Rockfax DescriptionThis section of the cliff has some excellent long routes on good rock. The conglomerate at the start of the right-hand lines needs to be handled with care, although it has now cleaned up considerably. This area is often less busy than the sections further to the right. Approach - Walk towards the cliff-top path, and turn right (looking out). Continue for about 500m, past an old concrete-wall on the cliff edge, before the path drops down slightly into a quarried area. Locate a small path that drops steeply at a break in the cliff-line, and doubles back leftwards (facing out) down the hill. The climbs are on a steep wall just around a prominent arete reached after walking 250m along the cliff base path.","Captain Klutz Area  Rockfax DescriptionThis section of the cliff has some excellent long routes on good rock. The conglomerate at the start of the right-hand lines needs to be handled with care, although it has now cleaned up considerably. This area is often less busy than the sections further to the right. Approach - Walk towards the cliff-top path, and turn right (looking out). Continue for about 500m, past an old concrete-wall on the cliff edge, before the path drops down slightly into a quarried area. Locate a small path that drops steeply at a break in the cliff-line, and doubles back leftwards (facing out) down the hill. The climbs are on a steep wall just around a prominent arete reached after walking 250m along the cliff base path.","Captain Klutz Area  Rockfax DescriptionThis section of the cliff has some excellent long routes on good rock. The conglomerate at the start of the right-hand lines needs to be handled with care, although it has now cleaned up considerably. This area is often less busy than the sections further to the right. Approach - Walk towards the cliff-top path, and turn right (looking out). Continue for about 500m, past an old concrete-wall on the cliff edge, before the path drops down slightly into a quarried area. Locate a small path that drops steeply at a break in the cliff-line, and doubles back leftwards (facing out) down the hill. The climbs are on a steep wall just around a prominent arete reached after walking 250m along the cliff base path.","Captain Klutz Area  Rockfax DescriptionThis section of the cliff has some excellent long routes on good rock. The conglomerate at the start of the right-hand lines needs to be handled with care, although it has now cleaned up considerably. This area is often less busy than the sections further to the right. Approach - Walk towards the cliff-top path, and turn right (looking out). Continue for about 500m, past an old concrete-wall on the cliff edge, before the path drops down slightly into a quarried area. Locate a small path that drops steeply at a break in the cliff-line, and doubles back leftwards (facing out) down the hill. The climbs are on a steep wall just around a prominent arete reached after walking 250m along the cliff base path.","Captain Klutz Area  Rockfax DescriptionThis section of the cliff has some excellent long routes on good rock. The conglomerate at the start of the right-hand lines needs to be handled with care, although it has now cleaned up considerably. This area is often less busy than the sections further to the right. Approach - Walk towards the cliff-top path, and turn right (looking out). Continue for about 500m, past an old concrete-wall on the cliff edge, before the path drops down slightly into a quarried area. Locate a small path that drops steeply at a break in the cliff-line, and doubles back leftwards (facing out) down the hill. The climbs are on a steep wall just around a prominent arete reached after walking 250m along the cliff base path.",Blacknor North
